"date","area_living","area_land","price"
"2019-03-27",65,10559,105000
"2019-03-27",65,10559,105000
"2019-09-16",123,5094,212670
"2019-09-16",123,5094,212670
"2019-06-20",133,533,374000
"2019-02-27",42,0,140000
"2019-09-04",90,9804,110000
"2019-09-04",90,9804,110000
"2019-09-04",90,9804,110000
"2019-09-09",80,15265,82500
"2019-09-09",80,15265,82500
"2019-09-09",80,15265,82500
"2019-09-09",80,15265,82500
"2019-09-09",80,15265,82500
"2019-09-09",80,15265,82500
"2019-01-09",57,0,94590
"2019-07-16",69,0,106000
"2019-12-04",80,1960,83000
"2019-01-25",110,512,343400
"2019-07-03",78,180,196000
"2019-07-17",176,10245,175500
"2019-07-17",176,10245,175500
"2019-07-17",176,10245,175500
"2019-07-17",176,10245,175500
"2019-07-17",176,10245,175500
"2019-07-17",176,10245,175500
"2019-07-17",176,10245,175500
"2019-07-17",176,10245,175500
"2019-10-18",135,306,255000
"2019-07-15",99,411,157500
"2019-09-20",149,11392,68000
"2019-09-12",74,0,146500
"2019-11-21",42,0,85000
"2019-11-21",42,0,85000
"2019-04-25",154,2500,338000
"2019-04-25",154,2500,338000
"2019-08-23",81,0,210000
"2019-11-15",82,0,681500
"2019-10-21",82,735,25000
"2019-10-21",82,735,25000
"2019-09-18",59,0,129000
"2019-09-18",59,0,129000
"2019-07-25",110,5780,220000
"2019-07-25",110,5780,220000
"2019-12-27",73,665,1e+05
"2019-09-19",63,0,185000
"2019-07-08",190,572,546000
"2019-09-10",96,560,216000
"2019-12-19",75,0,290000
"2019-01-14",24,0,175303
"2019-05-06",83,1210,120000
"2019-12-26",62,0,147216
"2019-12-26",62,0,147216
"2019-07-31",103,129,110000
"2019-05-15",85,500,180000
"2019-10-11",39,43,103000
"2019-10-11",39,43,103000
"2019-04-05",70,0,178600
"2019-01-15",105,592,356000
"2019-12-06",36,0,50000
"2019-02-27",99,363,256000
"2019-01-24",115,257,244000
"2019-01-24",115,257,244000
"2019-10-27",101,0,287000
"2019-10-27",101,0,287000
"2019-01-30",77,627,164000
"2019-06-13",52,0,91500
"2019-07-05",119,610,255000
"2019-07-05",119,610,255000
"2019-07-12",64,0,120000
"2019-01-12",121,3267,80000
"2019-01-12",121,3267,80000
"2019-01-12",121,3267,80000
"2019-01-12",121,3267,80000
"2019-04-18",90,203,303000
"2019-04-18",90,203,303000
"2019-09-05",71,0,59000
"2019-09-05",71,0,59000
"2019-10-16",125,401,273000
"2019-09-06",76,5660,82990
"2019-11-05",74,446,112100
"2019-11-05",74,446,112100
"2019-03-21",51,0,110000
"2019-01-30",112,762,4e+05
"2019-06-06",38,0,77000
"2019-02-13",76,633,88000
"2019-02-13",76,633,88000
"2019-03-05",103,269,194000
"2019-06-10",17,0,53000
"2019-09-05",54,0,91000
"2019-05-13",45,0,128000
"2019-05-13",45,0,128000
"2019-09-27",67,570,310000
"2019-12-26",118,613,182500
"2019-08-01",30,0,140000
"2019-06-13",80,631,130000
"2019-03-08",21,780,10000
"2019-03-08",21,780,10000
"2019-02-21",72,0,177000
"2019-02-21",72,0,177000
"2019-04-30",20,0,50000
"2019-09-02",108,368,110000
"2019-09-02",108,368,110000
"2019-09-02",108,368,110000
"2019-09-02",108,368,110000
"2019-04-25",61,0,168500
"2019-04-25",61,0,168500
"2019-08-17",77,0,144000
"2019-09-05",89,756,470000
"2019-06-15",108,0,617700
"2019-04-30",70,0,153760
"2019-02-28",238,1356,350000
"2019-09-25",145,859,271900
"2019-10-31",112,421,230000
"2019-04-01",60,0,155000
"2019-07-16",80,0,104000
"2019-10-07",47,0,80000
"2019-07-08",75,0,118000
"2019-07-08",75,0,118000
"2019-08-30",117,1090,320000
"2019-08-30",117,1090,320000
"2019-06-03",58,284,145000
"2019-05-09",83,633,117000
"2019-08-02",70,1026,62000
"2019-08-02",70,1026,62000
"2019-08-02",70,1026,62000
"2019-02-05",83,0,156455.75
"2019-07-01",153,1800,188200
"2019-08-26",141,2000,250000
"2019-08-26",141,2000,250000
"2019-02-15",45,0,86500
"2019-07-03",82,0,196000
"2019-07-16",107,953,210000
"2019-07-16",107,953,210000
"2019-07-09",66,1470,1e+05
"2019-01-17",63,0,135000
"2019-01-17",63,0,135000
"2019-11-25",125,504,200500
"2019-03-08",114,509,373000
"2019-04-24",137,1335,258000
"2019-05-22",72,0,2e+05
"2019-12-19",145,5378,130000
"2019-07-19",63,0,137000
"2019-03-18",35,0,30000
"2019-07-20",38,660,60000
"2019-03-20",98,604,280000
"2019-03-13",50,0,189000
"2019-06-28",49,0,130480
"2019-10-14",44,0,112000
"2019-07-04",118,598,270000
"2019-07-18",80,0,168700
"2019-07-04",80,0,131000
"2019-07-04",80,0,131000
"2019-05-09",37,0,2e+05
"2019-02-28",132,604,120000
"2019-07-24",52,0,74000
"2019-07-24",52,0,74000
"2019-08-12",58,274,250000
"2019-10-11",116,1287,205000
"2019-10-11",116,1287,205000
"2019-03-01",63,0,116200
"2019-09-25",57,0,129500
"2019-09-06",110,411,260000
"2019-06-13",75,0,192500
"2019-09-04",77,0,158350
"2019-03-09",52,0,77000
"2019-12-06",20,0,81000
"2019-07-22",85,0,146000
"2019-03-19",123,1300,213000
"2019-08-13",127,955,207000
"2019-08-13",127,955,207000
"2019-10-17",81,0,188850
"2019-10-17",81,0,188850
"2019-05-15",70,1402,95000
"2019-09-10",120,1189,185000
"2019-09-10",120,1189,185000
"2019-09-10",120,1189,185000
"2019-02-25",65,426,197000
"2019-07-02",80,339,2e+05
"2019-07-02",52,28,149000
"2019-07-02",52,28,149000
"2019-11-06",124,524,1e+05
"2019-12-23",137,1172,273100
"2019-12-23",137,1172,273100
"2019-05-29",132,0,575000
"2019-06-03",140,624,250000
"2019-10-31",100,0,408000
"2019-11-12",50,0,145000
"2019-12-31",66,821,85000
"2019-09-12",179,405,343950
"2019-09-09",63,4216,3e+05
"2019-08-14",57,15176,104000
"2019-08-14",57,15176,104000
"2019-08-14",57,15176,104000
"2019-08-14",57,15176,104000
"2019-08-14",57,15176,104000
"2019-08-14",57,15176,104000
"2019-08-14",57,15176,104000
"2019-07-16",86,0,150000
"2019-03-21",111,4710,295000
"2019-06-20",65,209,109900
"2019-01-29",88,700,190000
"2019-12-10",144,1000,355000
"2019-08-05",74,0,182500
"2019-11-05",64,0,180500
"2019-11-05",64,0,180500
"2019-07-18",108,118,70000
"2019-07-18",108,118,70000
"2019-11-29",65,0,230000
"2019-07-31",98,759,150000
"2019-05-16",52,0,234771
"2019-02-28",42,0,110000
"2019-05-27",23,0,80000
"2019-06-17",84,364,200500
"2019-07-10",135,825,360000
"2019-03-08",178,634,430000
"2019-11-29",82,550,130000
"2019-02-28",72,4865,170000
"2019-02-28",72,4865,170000
"2019-02-28",72,4865,170000
"2019-02-28",72,4865,170000
"2019-02-28",72,4865,170000
"2019-02-28",72,4865,170000
"2019-02-28",72,4865,170000
"2019-01-25",51,0,125000
"2019-08-26",70,0,152920
"2019-03-29",59,0,182000
"2019-03-29",59,0,182000
"2019-11-05",66,375,11000
"2019-11-05",66,375,11000
"2019-05-31",86,327,192500
"2019-08-26",60,1005,50900
"2019-07-19",96,0,205000
"2019-07-19",96,0,205000
"2019-07-30",68,0,180000
"2019-09-16",134,680,330000
"2019-02-06",26,0,36500
"2019-07-22",89,0,310000
"2019-06-18",82,569,297840
"2019-06-18",82,569,297840
"2019-06-25",36,0,120000
"2019-04-12",65,0,155000
"2019-11-21",133,309,298000
"2019-01-29",76,354,37253.09
"2019-07-22",44,0,135000
"2019-03-12",97,716,217500
"2019-10-25",97,0,286000
"2019-10-01",75,98,161500
"2019-10-01",75,98,161500
"2019-03-09",30,441,380000
"2019-12-18",131,545,270000
"2019-04-05",118,5750,178000
"2019-04-05",118,5750,178000
"2019-05-14",47,0,97000
"2019-10-11",199,1893,665000
"2019-05-09",43,0,93000
"2019-11-06",97,0,252766
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-02-04",155,17265,182000
"2019-09-05",88,3807,125000
"2019-09-05",88,3807,125000
"2019-09-05",88,3807,125000
"2019-09-05",88,3807,125000
"2019-06-12",142,843,238000
"2019-06-12",142,843,238000
"2019-10-03",52,199,54521
"2019-06-27",101,413,333500
"2019-07-25",118,599,173000
"2019-11-18",118,860,247000
"2019-11-18",118,860,247000
"2019-08-08",28,0,46500
"2019-01-18",314,803,265000
"2019-01-26",95,2605,130000
"2019-01-26",95,2605,130000
"2019-01-26",95,2605,130000
"2019-05-28",26,0,52500
"2019-09-26",90,355,105000
"2019-12-24",57,0,116000
"2019-12-24",57,0,116000
"2019-07-22",105,485,163200
"2019-03-01",151,691,518250
"2019-07-29",100,1419,34000
"2019-07-29",100,1419,34000
"2019-07-29",100,1419,34000
"2019-07-29",100,1419,34000
"2019-07-29",100,1419,34000
"2019-07-29",100,1419,34000
"2019-01-16",47,0,91000
"2019-11-12",55,508,2e+05
"2019-01-28",110,182,435000
"2019-04-26",139,655,390000
"2019-08-02",45,0,140000
"2019-02-22",150,8179,290000
"2019-02-22",150,8179,290000
"2019-02-22",150,8179,290000
"2019-02-22",150,8179,290000
"2019-02-22",150,8179,290000
"2019-02-22",150,8179,290000
"2019-02-22",150,8179,290000
"2019-12-11",190,1315,580000
"2019-12-11",190,1315,580000
"2019-08-14",30,0,80000
"2019-08-14",30,0,80000
"2019-11-30",68,783,111000
"2019-11-30",68,783,111000
"2019-11-30",68,783,111000
"2019-11-30",68,783,111000
"2019-11-30",68,783,111000
"2019-11-30",68,783,111000
"2019-11-30",68,783,111000
"2019-11-30",68,783,111000
"2019-11-30",68,783,111000
"2019-02-01",140,469,222000
"2019-08-26",93,550,190000
"2019-04-17",119,3710,162000
"2019-04-26",182,1658,249000
"2019-04-26",182,1658,249000
"2019-02-09",164,946,240000
"2019-05-09",53,0,145000
"2019-11-28",18,0,69000
"2019-11-21",100,1360,120000
"2019-11-21",100,1360,120000
"2019-03-13",198,87,55000
"2019-06-06",74,0,138070
"2019-12-07",35,0,160000
"2019-04-09",240,703,245000
"2019-04-09",240,703,245000
"2019-02-01",117,375,245350
"2019-07-17",87,191,222000
"2019-09-04",44,0,85000
"2019-09-04",44,0,85000
"2019-04-12",62,688,130000
"2019-04-12",62,688,130000
"2019-06-24",156,450,234000
"2019-06-24",156,450,234000
"2019-06-28",106,595,202000
"2019-06-28",116,885,205000
"2019-02-08",39,0,69000
"2019-02-08",39,0,69000
"2019-12-18",62,0,140000
"2019-02-06",159,399,331100
"2019-06-06",139,541,242910
"2019-09-20",140,718,156000
"2019-11-18",78,291,68000
"2019-06-19",136,472,315000
"2019-12-03",118,5183,212310
"2019-12-03",118,5183,212310
"2019-03-30",64,0,73000
"2019-08-22",60,0,220510
"2019-10-09",116,595,262500
"2019-10-01",17,52,68000
"2019-10-01",17,52,68000
"2019-09-04",64,0,152000
"2019-09-04",64,0,152000
"2019-07-15",120,707,220500
"2019-12-03",119,687,155000
"2019-12-03",119,687,155000
"2019-12-03",119,687,155000
"2019-07-10",133,1538,216000
"2019-07-10",133,1538,216000
"2019-10-29",116,423,193000
"2019-10-29",116,423,193000
"2019-10-29",116,423,193000
"2019-06-25",44,0,135000
"2019-01-15",120,531,217000
"2019-06-07",63,0,132155.9
"2019-06-28",74,0,154900
"2019-06-28",74,0,154900
"2019-10-17",38,0,96000
"2019-07-10",98,329,295000
"2019-07-10",98,329,295000
"2019-05-16",85,0,90000
"2019-05-29",52,0,90000
"2019-12-24",102,786,135000
"2019-12-24",102,786,135000
"2019-12-02",18,0,89000
"2019-07-19",85,0,120000
"2019-09-23",73,0,140000
"2019-04-05",115,910,143000
"2019-04-05",115,910,143000
"2019-06-03",73,0,113000
"2019-05-14",66,503,155000
"2019-11-04",58,950,105000
"2019-11-04",58,950,105000
"2019-09-09",80,266,279000
"2019-07-29",69,0,135000
"2019-11-14",72,0,142046.67
"2019-11-14",74,340,82000
"2019-10-11",66,0,190000
"2019-10-04",67,0,106000
"2019-10-10",135,434,308000
"2019-06-07",119,597,464600
"2019-01-28",127,490,366000
"2019-12-20",123,307,275000
"2019-01-18",120,1131,3e+05
"2019-01-18",120,1131,3e+05
"2019-01-18",120,1131,3e+05
"2019-01-18",120,1131,3e+05
"2019-01-18",120,1131,3e+05
"2019-01-18",120,1131,3e+05
"2019-08-30",85,0,110000
"2019-09-10",109,383,480000
"2019-03-08",74,0,171300
"2019-03-01",77,0,2e+05
"2019-03-01",77,0,2e+05
"2019-06-14",100,0,220000
"2019-08-02",110,475,305000
"2019-05-15",33,0,57000
"2019-10-23",61,0,70000
"2019-08-27",55,438,157000
"2019-12-06",64,0,168000
"2019-12-06",64,0,168000
"2019-03-05",44,0,53100
"2019-11-29",86,388,125000
"2019-11-29",86,388,125000
"2019-11-29",86,388,125000
"2019-10-11",98,223,181000
"2019-10-16",67,239,90000
"2019-03-08",47,0,123326.7
"2019-04-15",51,0,117700
"2019-04-15",51,0,117700
"2019-08-22",70,6874,110000
"2019-08-22",70,6874,110000
"2019-08-22",70,6874,110000
"2019-08-22",70,6874,110000
"2019-08-22",70,6874,110000
"2019-08-22",70,6874,110000
"2019-08-22",70,6874,110000
"2019-08-22",70,6874,110000
"2019-06-25",66,0,122700
"2019-06-25",66,0,122700
"2019-09-06",83,1699,230000
"2019-06-14",108,337,552500
"2019-06-20",117,470,289000
"2019-05-10",58,0,61000
"2019-03-06",82,0,201000
"2019-02-01",130,1213,197000
"2019-02-01",130,1213,197000
"2019-02-01",130,1213,197000
"2019-02-01",130,1213,197000
"2019-11-27",50,55,55000
"2019-01-04",53,0,139165
"2019-04-04",70,0,89614
"2019-09-11",165,1999,220000
"2019-09-11",165,1999,220000
"2019-05-07",74,0,97000
"2019-05-20",78,576,138000
"2019-03-11",37,0,103000
"2019-03-11",37,0,103000
"2019-10-24",109,0,151940
"2019-08-21",57,1530,127500
"2019-12-30",80,0,115000
"2019-09-03",59,0,170000
"2019-05-24",104,0,194000
"2019-12-02",97,471,360000
"2019-12-06",216,1072,460000
"2019-07-26",80,600,127000
"2019-08-23",67,0,266900
"2019-11-13",120,185,176000
"2019-11-13",120,185,176000
"2019-11-22",61,0,168650
"2019-03-06",86,0,225000
"2019-02-26",60,0,136400
"2019-02-06",73,0,142000
"2019-04-30",45,0,147500
"2019-12-06",114,1101,240000
"2019-09-04",86,6130,65000
"2019-09-04",86,6130,65000
"2019-09-04",86,6130,65000
"2019-09-04",86,6130,65000
"2019-04-18",53,0,171500
"2019-01-31",26,0,59500
"2019-01-31",26,0,59500
"2019-06-28",131,4040,169000
"2019-01-04",40,1850,134900
"2019-01-04",40,1850,134900
"2019-01-04",40,1850,134900
"2019-01-04",40,1850,134900
"2019-07-15",82,1687,175000
"2019-07-15",82,1687,175000
"2019-07-15",82,1687,175000
"2019-10-25",121,374,380000
"2019-07-17",55,0,325000
"2019-09-30",81,27,65000
"2019-09-30",81,27,65000
"2019-09-10",44,0,50000
"2019-07-16",38,0,159000
"2019-09-25",15,0,68000
"2019-08-26",58,0,135000
"2019-08-26",58,0,135000
"2019-05-02",48,468,68000
"2019-05-02",48,468,68000
"2019-03-29",90,198,320300
"2019-06-17",63,229,208900
"2019-01-14",64,19734,170000
"2019-01-14",64,19734,170000
"2019-08-20",60,0,207900
"2019-05-25",90,129,35000
"2019-01-24",101,700,231000
"2019-12-05",104,744,145500
"2019-12-05",104,744,145500
"2019-12-17",120,1015,390000
"2019-12-17",120,1015,390000
"2019-10-10",84,512,315000
"2019-10-09",92,643,175000
"2019-09-13",100,116,105000
"2019-09-13",100,116,105000
"2019-09-13",100,116,105000
"2019-07-23",91,528,131000
"2019-08-22",119,2017,197000
"2019-08-22",119,2017,197000
"2019-08-22",119,2017,197000
"2019-08-22",119,2017,197000
"2019-11-20",78,3040,204900
"2019-08-19",120,476,358850
"2019-03-30",139,565,160000
"2019-03-30",139,565,160000
"2019-05-02",70,0,145000
"2019-09-04",55,0,98000
"2019-09-04",55,0,98000
"2019-12-09",207,960,1040000
"2019-12-09",207,960,1040000
"2019-02-25",51,0,80000
"2019-03-19",49,0,125655
"2019-06-17",64,0,203750
"2019-04-05",80,0,182000
"2019-12-06",42,0,82500
"2019-12-06",42,0,82500
"2019-01-17",171,5000,220000
"2019-01-17",171,5000,220000
"2019-12-06",110,186,356150
"2019-12-10",129,822,198000
"2019-03-16",40,33474,170000
"2019-09-18",59,2779,120000
"2019-09-18",59,2779,120000
"2019-02-12",90,0,225000
"2019-06-24",61,0,163300
"2019-06-24",61,0,163300
"2019-11-20",32,0,48000
"2019-08-26",117,1565,95000
"2019-08-08",103,0,150000
"2019-05-20",68,0,188000
"2019-05-20",68,0,188000
"2019-01-08",77,0,175000
"2019-10-22",99,390,235000
"2019-07-16",82,0,172600
"2019-08-22",65,0,120000
"2019-03-28",50,0,133000
"2019-10-31",72,540,140000
"2019-09-04",100,197,434500
"2019-10-04",75,5861,148050
"2019-10-04",75,5861,148050
"2019-10-04",75,5861,148050
"2019-11-25",104,476,205000
"2019-04-01",69,0,219250
"2019-03-18",73,200,270000
"2019-12-02",181,810,440000
"2019-05-02",76,0,145000
"2019-12-26",60,0,158300
"2019-06-11",77,320,110000
"2019-06-11",77,320,110000
"2019-04-02",79,0,150000
"2019-09-30",112,420,400046
"2019-09-30",112,420,400046
"2019-06-25",28,0,88500
"2019-10-30",71,262,96000
"2019-09-24",26,0,57000
"2019-02-27",52,0,185000
"2019-12-18",70,0,145140
"2019-05-28",75,0,160000
"2019-03-29",84,0,174850
"2019-10-18",50,266,102500
"2019-10-18",50,266,102500
"2019-10-14",140,1147,270000
"2019-07-10",143,1583,320000
"2019-05-15",98,685,150000
"2019-11-27",32,0,131000
"2019-02-07",96,1174,180000
"2019-02-07",96,1174,180000
"2019-02-07",96,1174,180000
"2019-02-07",96,1174,180000
"2019-06-07",50,460,70000
"2019-12-11",55,413,220000
"2019-12-11",55,413,220000
"2019-12-11",55,413,220000
"2019-12-11",55,413,220000
"2019-12-11",55,413,220000
"2019-07-06",131,1671,2e+05
"2019-07-06",131,1671,2e+05
"2019-09-17",82,319,70000
"2019-06-03",34,3265,90000
"2019-06-03",34,3265,90000
"2019-06-03",34,3265,90000
"2019-05-10",93,1843,2e+05
"2019-05-10",93,1843,2e+05
"2019-07-24",37,0,80000
"2019-07-05",75,0,305000
"2019-01-16",67,0,184000
"2019-07-23",31,0,80000
"2019-09-19",105,518,69800
"2019-09-19",105,518,69800
"2019-03-27",97,608,330000
"2019-04-15",23,0,83000
"2019-03-29",66,0,109000
"2019-10-08",70,202,96000
"2019-08-12",93,0,230000
"2019-08-12",93,0,230000
"2019-10-23",18,0,77500
"2019-11-29",113,215,169000
"2019-09-16",63,134,189500
"2019-03-13",57,0,95000
"2019-06-17",28,0,85000
"2019-08-26",93,212,160000
"2019-08-26",93,212,160000
"2019-09-19",52,0,175000
"2019-07-12",102,1500,235000
"2019-07-24",98,609,185000
"2019-10-16",80,146,40500
"2019-10-16",80,146,40500
"2019-10-16",80,146,40500
"2019-03-15",97,377,239500
"2019-09-13",70,0,145000
"2019-09-13",70,0,145000
"2019-10-17",159,693,404850
"2019-08-27",27,0,88000
"2019-10-02",36,0,123000
"2019-07-29",93,182,659300
"2019-07-29",93,182,659300
"2019-07-26",96,1017,150000
"2019-07-26",96,1017,150000
"2019-07-26",96,1017,150000
"2019-07-26",96,1017,150000
"2019-07-26",96,1017,150000
"2019-07-26",96,1017,150000
"2019-07-26",96,1017,150000
"2019-07-20",53,1475,105005
"2019-07-20",53,1475,105005
"2019-11-04",114,549,248000
"2019-04-19",127,922,315000
"2019-04-19",127,922,315000
"2019-04-19",127,922,315000
"2019-04-05",55,9290,90000
"2019-04-05",55,9290,90000
"2019-04-05",55,9290,90000
"2019-04-05",55,9290,90000
"2019-04-05",55,9290,90000
"2019-04-05",55,9290,90000
"2019-04-05",55,9290,90000
"2019-04-05",55,9290,90000
"2019-04-05",55,9290,90000
"2019-05-13",112,301,560000
"2019-11-15",117,566,199000
"2019-08-21",67,0,215000
"2019-06-11",65,3455,110000
"2019-06-11",65,3455,110000
"2019-06-11",65,3455,110000
"2019-06-11",65,3455,110000
"2019-04-19",60,0,336101
"2019-04-19",60,0,336101
"2019-07-29",110,483,315000
"2019-11-15",32,0,89710
"2019-11-15",32,0,89710
"2019-11-04",42,0,97000
"2019-06-27",108,869,129400
"2019-03-28",79,0,150000
"2019-03-28",79,0,150000
"2019-10-21",92,0,188000
"2019-08-05",84,670,55000
"2019-08-05",84,670,55000
"2019-11-22",85,618,230500
"2019-08-20",71,0,106175
"2019-07-12",91,0,285000
"2019-07-12",91,0,285000
"2019-10-28",71,0,125899.34
"2019-10-28",71,0,125899.34
"2019-09-21",100,410,1e+05
"2019-09-21",100,410,1e+05
"2019-09-21",100,410,1e+05
"2019-05-13",95,0,355000
"2019-05-13",95,0,355000
"2019-02-27",31,0,56000
"2019-03-02",64,0,108000
"2019-03-02",64,0,108000
"2019-03-02",64,0,108000
"2019-09-12",112,0,165000
"2019-09-12",112,0,165000
"2019-08-20",70,263,68990
"2019-11-26",47,1173,77700
"2019-11-26",47,1173,77700
"2019-07-23",78,414,250000
"2019-10-25",98,2650,312500
"2019-07-19",79,214,80000
"2019-07-19",53,0,89000
"2019-09-30",83,0,221250
"2019-09-30",83,0,221250
"2019-10-01",70,1427,375000
"2019-10-01",70,1427,375000
"2019-10-01",70,1427,375000
"2019-12-16",85,290,173800
"2019-12-16",85,290,173800
"2019-12-16",85,290,173800
"2019-12-16",85,290,173800
"2019-12-16",85,290,173800
"2019-07-29",38,0,120000
"2019-10-11",63,0,127675
"2019-12-27",56,96,60000
"2019-02-27",31,0,68000
"2019-06-28",46,0,112000
"2019-07-02",81,476,157000
"2019-07-11",65,0,132000
"2019-07-11",65,0,132000
"2019-04-19",35,0,145000
"2019-03-13",122,1307,57000
"2019-04-25",170,1000,404990
"2019-09-18",75,0,62400
"2019-08-23",58,0,78100
"2019-02-22",64,0,142300
"2019-02-22",64,0,142300
"2019-01-18",56,180,91000
"2019-12-27",85,168,425000
"2019-10-24",100,583,189000
"2019-11-02",58,322,83000
"2019-06-27",68,0,175725
"2019-07-26",41,0,149500
"2019-07-26",41,0,149500
"2019-06-27",71,1308,870201.44
"2019-06-27",71,1308,870201.44
"2019-07-08",72,0,185500
"2019-07-08",72,0,185500
"2019-07-08",72,0,185500
"2019-05-22",45,0,114000
"2019-05-03",85,1950,138970
"2019-11-15",82,1004,175000
"2019-01-17",42,0,123000
"2019-03-08",73,178,130000
"2019-06-14",61,0,147500
"2019-06-14",61,0,147500
"2019-09-25",147,0,123100
"2019-05-03",98,0,210000
"2019-02-14",121,2535,2e+05
"2019-12-31",17,0,63000
"2019-12-31",17,0,63000
"2019-08-29",90,59,80000
"2019-08-07",85,338,187000
"2019-06-05",39,0,127000
"2019-02-11",105,322,305700
"2019-02-11",40,166,30000
"2019-05-02",112,289,5e+05
"2019-07-31",90,861,137000
"2019-11-12",157,1901,125000
"2019-11-12",157,1901,125000
"2019-11-12",157,1901,125000
"2019-07-26",146,641,343000
"2019-01-28",119,441,315000
"2019-12-20",195,3350,450000
"2019-06-13",18,0,84000
"2019-01-18",138,0,395000
"2019-08-05",39,0,135000
"2019-03-21",79,459,212000
"2019-11-07",57,0,143500
"2019-08-22",83,0,233532
"2019-08-22",83,0,233532
"2019-02-11",100,386,251000
"2019-06-26",78,0,152359
"2019-12-19",66,368,66232
"2019-10-31",66,0,152300
"2019-08-01",72,0,212000
"2019-05-15",99,960,150000
"2019-11-15",76,648,177000
"2019-11-15",76,648,177000
"2019-10-14",96,0,305000
"2019-10-14",96,0,305000
"2019-01-29",40,0,2e+05
"2019-06-28",60,0,163200
"2019-07-12",25,4050,28000
"2019-06-28",73,0,140000
"2019-09-16",115,773,1e+05
"2019-11-29",96,0,240000
"2019-05-13",63,0,128000
"2019-04-15",89,274,174562.5
"2019-04-15",89,274,174562.5
"2019-05-16",60,0,118500
"2019-05-16",60,0,118500
"2019-02-15",156,1700,255000
"2019-07-01",165,2051,180000
"2019-07-01",165,2051,180000
"2019-07-01",165,2051,180000
"2019-07-01",165,2051,180000
"2019-07-01",165,2051,180000
"2019-05-29",95,281,270000
"2019-11-04",101,0,312000
"2019-09-14",167,609,270000
"2019-09-14",167,609,270000
"2019-11-14",25,0,81500
"2019-04-24",74,0,145000
"2019-04-24",74,0,145000
"2019-06-14",90,9200,140000
"2019-10-14",83,0,194000
"2019-12-27",131,1764,210000
"2019-12-27",131,1764,210000
"2019-12-27",131,1764,210000
"2019-12-27",131,1764,210000
"2019-12-27",131,1764,210000
"2019-12-27",131,1764,210000
"2019-12-18",44,0,150000
"2019-05-27",61,51,89120
"2019-06-28",61,0,145000
"2019-04-05",27,0,105000
"2019-11-20",75,0,78000
"2019-01-09",53,140,70000
"2019-01-09",53,140,70000
"2019-01-09",53,140,70000
"2019-01-09",53,140,70000
"2019-08-27",67,0,190000
"2019-08-27",67,0,190000
"2019-05-02",149,581,211700
"2019-05-02",149,581,211700
"2019-05-02",149,581,211700
"2019-08-29",70,0,230000
"2019-08-29",70,0,230000
"2019-06-27",82,0,172400
"2019-02-11",87,0,169390
"2019-02-11",87,0,169390
"2019-11-29",80,0,198000
"2019-02-11",41,0,81498
"2019-02-11",41,0,81498
"2019-11-15",66,0,86000
"2019-11-22",139,680,341000
"2019-10-24",331,2985,503100
"2019-10-24",331,2985,503100
"2019-09-11",74,437,145000
"2019-07-26",42,106,29000
"2019-07-26",42,106,29000
"2019-03-22",80,335,157000
"2019-07-18",63,212,138000
"2019-07-18",63,212,138000
"2019-11-13",73,0,143300
"2019-07-03",189,708,384880
"2019-11-27",90,132,64000
"2019-11-27",90,132,64000
"2019-09-18",31,0,91000
"2019-10-03",113,466,316000
"2019-04-08",100,458,3e+05
"2019-07-15",190,2000,530000
"2019-07-15",190,2000,530000
"2019-07-15",190,2000,530000
"2019-06-11",76,0,121750
"2019-03-15",64,0,120000
"2019-03-15",64,0,120000
"2019-02-08",46,0,155000
"2019-01-30",50,0,85000
"2019-03-04",95,309,215000
"2019-01-09",66,0,159000
"2019-01-09",66,0,159000
"2019-08-30",126,455,270000
"2019-07-31",140,428,255000
"2019-09-17",64,0,250000
"2019-02-21",76,438,180000
"2019-09-05",65,420,420810
"2019-01-14",29,0,110000
"2019-08-27",94,452,126000
"2019-08-27",94,452,126000
"2019-08-27",94,452,126000
"2019-08-27",94,452,126000
"2019-02-12",105,525,290000
"2019-11-15",147,0,90000
"2019-06-05",66,2550,130000
"2019-06-05",66,2550,130000
"2019-02-01",64,0,110000
"2019-02-01",64,0,110000
"2019-07-31",40,155,42000
"2019-04-29",182,757,464100
"2019-04-17",119,1410,185000
"2019-04-17",119,1410,185000
"2019-03-11",43,6679,246990
"2019-11-22",24,0,147000
"2019-06-14",59,4699,60000
"2019-06-14",59,4699,60000
"2019-06-14",59,4699,60000
"2019-06-14",59,4699,60000
"2019-01-18",160,7319,376400
"2019-01-18",160,7319,376400
"2019-01-18",160,7319,376400
"2019-01-18",160,7319,376400
"2019-01-18",160,7319,376400
"2019-03-29",41,0,95000
"2019-09-11",16,0,77000
"2019-06-14",83,486,119000
"2019-10-01",37,0,109500
"2019-10-01",37,0,109500
"2019-09-28",63,0,350075
"2019-09-28",63,0,350075
"2019-06-21",31,1103,40000
"2019-06-21",31,1103,40000
"2019-06-21",31,1103,40000
"2019-06-21",31,1103,40000
