"date","area_living","area_land","price"
"2020-09-16",30,0,120000
"2020-08-05",67,0,176000
"2020-01-06",56,2168,125000
"2020-01-06",56,2168,125000
"2020-05-19",32,891,13000
"2020-05-19",32,891,13000
"2020-01-17",107,3004,135000
"2020-01-17",107,3004,135000
"2020-12-22",73,0,203500
"2020-07-03",44,0,163000
"2020-07-03",44,0,163000
"2020-09-17",47,0,201300
"2020-05-25",138,657,186000
"2020-01-30",100,238,224730
"2020-01-30",100,238,224730
"2020-01-30",100,238,224730
"2020-01-30",100,238,224730
"2020-02-27",119,469,190000
"2020-03-06",82,495,125000
"2020-12-23",47,2353,256500
"2020-12-23",47,2353,256500
"2020-01-03",56,0,125000
"2020-07-24",64,0,285037
"2020-07-24",64,0,285037
"2020-12-23",86,273,180000
"2020-12-23",86,273,180000
"2020-12-23",86,273,180000
"2020-12-23",86,273,180000
"2020-12-23",86,273,180000
"2020-05-18",83,187,215000
"2020-05-18",83,187,215000
"2020-03-04",187,2176,461000
"2020-03-04",187,2176,461000
"2020-08-03",76,0,2e+05
"2020-08-03",76,0,2e+05
"2020-07-10",140,625,250000
"2020-08-26",27,0,98000
"2020-08-26",27,0,98000
"2020-08-04",66,0,138000
"2020-02-25",27,0,116000
"2020-11-05",61,0,156000
"2020-11-05",61,0,156000
"2020-05-27",118,0,545205
"2020-02-21",88,615,380000
"2020-02-21",88,615,380000
"2020-02-14",90,607,146000
"2020-08-03",63,0,102000
"2020-10-16",110,470,115000
"2020-03-04",54,40,39990
"2020-04-20",87,12540,125000
"2020-10-09",115,11805,220000
"2020-10-09",115,11805,220000
"2020-10-09",115,11805,220000
"2020-10-09",115,11805,220000
"2020-10-09",115,11805,220000
"2020-10-09",115,11805,220000
"2020-04-09",101,649,265000
"2020-12-01",73,630,109000
"2020-09-29",110,507,385000
"2020-11-12",88,292,450000
"2020-07-01",157,3000,210000
"2020-08-26",123,363,150000
"2020-11-27",98,419,246000
"2020-09-14",47,410,110000
"2020-11-25",94,534,2e+05
"2020-11-25",136,440,890000
"2020-11-19",94,420,94000
"2020-06-12",34,0,32000
"2020-05-15",80,269,264250
"2020-04-30",100,612,217500
"2020-03-02",48,0,110000
"2020-03-02",48,0,110000
"2020-07-31",57,0,43000
"2020-08-24",76,0,245000
"2020-09-11",88,336,350000
"2020-06-26",33,0,165500
"2020-02-12",87,1684,170000
"2020-11-24",59,62,39000
"2020-01-30",116,477,282332
"2020-04-30",176,2787,225000
"2020-01-27",95,0,375000
"2020-01-27",95,0,375000
"2020-11-10",33,1374,2e+05
"2020-11-10",33,1374,2e+05
"2020-11-10",33,1374,2e+05
"2020-11-10",33,1374,2e+05
"2020-06-22",154,573,324000
"2020-10-16",80,384,292300
"2020-01-15",150,365,433500
"2020-01-15",150,365,433500
"2020-07-30",129,358,420000
"2020-10-08",46,0,135000
"2020-02-04",123,602,148500
"2020-08-13",107,571,245000
"2020-09-28",130,0,5000
"2020-01-24",120,1199,470000
"2020-01-24",120,1199,470000
"2020-01-24",120,1199,470000
"2020-05-14",130,512,370000
"2020-01-20",85,0,145000
"2020-01-20",85,0,145000
"2020-08-27",118,1618,320000
"2020-08-27",118,1618,320000
"2020-05-18",70,2330,115000
"2020-05-18",70,2330,115000
"2020-05-18",70,2330,115000
"2020-04-16",172,3435,250000
"2020-04-16",172,3435,250000
"2020-09-10",85,0,133000
"2020-07-01",50,0,165000
"2020-07-01",50,0,165000
"2020-02-05",98,0,198000
"2020-01-02",94,398,196400
"2020-04-30",58,0,177000
"2020-09-09",44,0,166000
"2020-07-24",44,0,150000
"2020-12-10",12,0,81090.06
"2020-01-06",70,2779,57500
"2020-01-06",70,2779,57500
"2020-06-12",134,248,350860
"2020-01-10",27,0,142500
"2020-02-27",89,396,270000
"2020-09-30",92,101,32990
"2020-01-20",277,1038,181920
"2020-09-22",146,435,240000
"2020-08-04",149,0,2e+05
"2020-01-30",75,1197,195000
"2020-12-22",42,0,125000
"2020-09-02",68,0,271752
"2020-09-09",133,484,52000
"2020-09-09",133,484,52000
"2020-02-21",138,571,312700
"2020-02-21",138,571,312700
"2020-12-22",57,500,270000
"2020-03-10",125,225,210000
"2020-12-22",26,0,115000
"2020-01-30",46,0,150000
"2020-01-30",46,0,150000
"2020-09-02",102,639,186600
"2020-09-25",66,603,180000
"2020-04-17",57,501,150000
"2020-04-17",57,501,150000
"2020-12-12",31,0,95000
"2020-06-26",90,255,245000
"2020-06-26",90,255,245000
"2020-10-29",172,2016,205000
"2020-04-09",67,0,197000
"2020-10-20",88,347,334920
"2020-03-26",158,832,285000
"2020-10-19",80,0,215000
"2020-11-30",77,0,67500
"2020-11-20",45,0,120000
"2020-12-01",74,495,165000
"2020-10-16",93,507,190000
"2020-06-16",114,6336,139000
"2020-06-16",114,6336,139000
"2020-06-16",114,6336,139000
"2020-06-16",114,6336,139000
"2020-06-16",114,6336,139000
"2020-09-22",58,3340,70000
"2020-10-09",63,0,180000
"2020-10-30",108,1126,210000
"2020-10-21",75,1081,230000
"2020-04-30",125,536,195572
"2020-05-19",85,0,241729
"2020-07-01",24,0,75000
"2020-12-12",67,53,56000
"2020-12-22",129,611,244000
"2020-03-02",98,370,402675
"2020-08-07",90,142,235000
"2020-08-07",90,142,235000
"2020-05-12",83,0,256500
"2020-02-04",151,530,197000
"2020-02-04",151,530,197000
"2020-01-27",72,0,295000
"2020-05-29",126,659,275000
"2020-05-29",126,659,275000
"2020-10-14",132,711,350000
"2020-08-21",82,445,160000
"2020-10-28",160,1424,640000
"2020-08-28",69,104,37000
"2020-02-14",137,388,435000
"2020-07-20",113,512,281300
"2020-01-06",120,1300,333000
"2020-01-24",77,121,2e+05
"2020-05-20",172,626,315700
"2020-09-28",20,0,122000
"2020-05-15",165,39536,208000
"2020-05-15",165,39536,208000
"2020-05-15",165,39536,208000
"2020-05-15",165,39536,208000
"2020-12-04",162,613,335000
"2020-11-30",65,274,140000
"2020-05-04",74,0,182000
"2020-08-06",82,129,395000
"2020-08-06",82,129,395000
"2020-08-06",82,129,395000
"2020-04-30",104,348,172281
"2020-02-19",161,761,344200
"2020-09-25",57,228,125000
"2020-09-25",57,228,125000
"2020-02-18",61,0,140000
"2020-11-05",111,0,455059
"2020-02-07",19,0,39000
"2020-01-17",31,1033,1e+05
"2020-11-13",53,0,190000
"2020-11-13",53,0,190000
"2020-10-02",170,1460,130000
"2020-10-02",170,1460,130000
"2020-06-02",20,0,108000
"2020-07-23",97,1002,140000
"2020-05-18",51,0,115000
"2020-09-25",66,0,198000
"2020-05-25",113,15230,260000
"2020-05-25",113,15230,260000
"2020-05-25",113,15230,260000
"2020-05-25",113,15230,260000
"2020-05-25",113,15230,260000
"2020-01-28",145,2442,249000
"2020-01-28",145,2442,249000
"2020-01-28",145,2442,249000
"2020-01-28",145,2442,249000
"2020-01-28",145,2442,249000
"2020-01-28",145,2442,249000
"2020-01-28",145,2442,249000
"2020-01-28",145,2442,249000
"2020-01-28",145,2442,249000
"2020-11-09",63,0,150050
"2020-08-03",40,0,115000
"2020-09-18",48,0,110000
"2020-09-18",48,0,110000
"2020-06-30",66,1010,92000
"2020-06-30",66,1010,92000
"2020-06-30",66,1010,92000
"2020-05-14",70,0,117600
"2020-05-05",45,1936,176000
"2020-05-05",45,1936,176000
"2020-12-08",138,563,250000
"2020-12-08",138,563,250000
"2020-01-09",134,0,251600
"2020-10-23",91,538,191200
"2020-10-23",91,538,191200
"2020-09-29",61,6956,245000
"2020-09-29",61,6956,245000
"2020-09-29",61,6956,245000
"2020-09-29",61,6956,245000
"2020-06-08",92,500,230700
"2020-02-14",64,698,105000
"2020-02-14",64,698,105000
"2020-12-10",110,7999,5e+05
"2020-12-10",110,7999,5e+05
"2020-10-30",87,0,205000
"2020-01-28",47,0,195000
"2020-09-09",117,611,2e+05
"2020-05-15",30,0,110000
"2020-10-30",110,220,55000
"2020-09-24",47,0,151400
"2020-03-03",149,480,406306
"2020-03-16",149,5000,173000
"2020-12-23",76,0,450000
"2020-09-09",127,406,564000
"2020-05-15",61,2797,88000
"2020-05-15",61,2797,88000
"2020-09-18",46,0,104000
"2020-03-30",63,0,215000
"2020-03-30",63,0,215000
"2020-08-04",60,319,30000
"2020-01-20",47,0,235700
"2020-03-02",52,558,341675
"2020-10-29",90,2845,175000
"2020-10-29",90,2845,175000
"2020-01-30",37,0,120000
"2020-08-31",83,0,120000
"2020-07-17",114,491,380000
"2020-11-20",137,1136,257900
"2020-09-24",102,1837,190000
"2020-09-24",102,1837,190000
"2020-09-24",102,1837,190000
"2020-06-26",166,1261,205000
"2020-06-26",166,1261,205000
"2020-11-06",121,1333,180850
"2020-11-06",121,1333,180850
"2020-06-04",73,0,236660
"2020-06-04",73,0,236660
"2020-05-15",82,0,195000
"2020-04-17",124,752,245000
"2020-08-27",77,0,160000
"2020-07-03",100,3602,135000
"2020-07-03",100,3602,135000
"2020-07-03",100,3602,135000
"2020-08-14",107,997,2e+05
"2020-11-17",96,252,172960
"2020-11-17",96,252,172960
"2020-11-17",96,252,172960
"2020-06-29",89,137,221000
"2020-06-29",89,137,221000
"2020-03-27",52,80,290000
"2020-06-16",95,1171,265000
"2020-11-10",240,877,760000
"2020-12-04",68,0,215000
"2020-12-04",68,0,215000
"2020-08-24",110,1080,187000
"2020-03-13",123,1180,150000
"2020-03-13",123,1180,150000
"2020-03-13",123,1180,150000
"2020-10-13",107,281,130000
"2020-10-23",85,8190,298240
"2020-10-23",85,8190,298240
"2020-10-23",85,8190,298240
"2020-10-23",85,8190,298240
"2020-09-23",90,723,129000
"2020-09-23",90,723,129000
"2020-09-18",92,0,180000
"2020-09-28",137,362,725000
"2020-12-14",53,0,186500
"2020-10-02",43,248,112500
"2020-11-12",64,494,160000
"2020-04-29",66,0,240000
"2020-10-21",83,463,122000
"2020-07-28",140,466,270000
"2020-09-15",80,1265,175000
"2020-09-15",80,1265,175000
"2020-09-08",66,0,255000
"2020-02-06",114,813,274504.4
"2020-02-11",60,700,120000
"2020-07-31",64,0,237500
"2020-07-31",64,0,237500
"2020-05-19",57,0,122000
"2020-06-11",81,311,200090
"2020-06-11",81,311,200090
"2020-08-20",185,3442,445580
"2020-01-30",113,703,180000
"2020-12-29",63,0,166500
"2020-10-21",68,493,124010
"2020-07-17",138,586,255000
"2020-01-17",111,294,230350
"2020-01-17",111,294,230350
"2020-12-28",75,141,202500
"2020-12-28",75,141,202500
"2020-09-09",99,434,255000
"2020-01-22",129,688,545000
"2020-07-24",133,724,698000
"2020-07-24",155,672,285000
"2020-07-24",155,672,285000
"2020-02-26",97,413,267000
"2020-09-29",48,0,111000
"2020-12-21",61,0,198500
"2020-12-21",61,0,198500
"2020-09-28",60,0,267857
"2020-11-13",104,389,221316
"2020-03-13",67,0,145000
"2020-09-30",61,0,149000
"2020-09-30",61,0,149000
"2020-06-26",54,0,163000
"2020-11-16",85,663,161000
"2020-05-14",53,0,183000
"2020-04-27",52,0,167000
"2020-01-02",44,0,150000
"2020-01-02",44,0,150000
"2020-03-03",87,1280,149000
"2020-10-29",31,0,140000
"2020-05-29",73,921,28000
"2020-05-07",44,0,91872
"2020-07-28",96,542,250000
"2020-12-18",122,450,260000
"2020-02-14",61,0,126000
"2020-02-03",156,2126,320000
"2020-02-03",156,2126,320000
"2020-12-22",65,0,264600
"2020-01-09",77,0,215750
"2020-07-30",136,198,1e+05
"2020-12-22",44,0,70000
"2020-06-03",39,0,56000
"2020-12-02",62,0,123000
"2020-12-02",62,0,123000
"2020-11-09",98,538,225000
"2020-11-09",98,538,225000
"2020-11-09",98,538,225000
"2020-04-29",144,441,439200
"2020-10-29",35,0,145000
"2020-12-21",81,254,225000
"2020-11-27",66,0,140000
"2020-12-16",143,7703,354150
"2020-12-16",143,7703,354150
"2020-12-16",143,7703,354150
"2020-12-16",143,7703,354150
"2020-12-16",143,7703,354150
"2020-05-20",133,1013,249000
"2020-05-20",133,1013,249000
"2020-11-18",86,0,320000
"2020-05-28",157,540,601500
"2020-01-29",98,306,550000
"2020-11-06",130,618,330000
"2020-10-29",83,0,127500
"2020-09-11",115,358,81500
"2020-10-09",21,0,98000
"2020-04-17",140,2744,165000
"2020-04-17",140,2744,165000
"2020-10-09",72,0,130000
"2020-05-29",134,570,319000
"2020-12-23",82,735,98000
"2020-09-04",80,137,150000
"2020-11-18",107,280,317000
"2020-05-15",34,1945,25000
"2020-05-15",34,1945,25000
"2020-10-08",42,0,165000
"2020-05-15",150,427,160000
"2020-09-14",69,0,144100
"2020-01-06",71,433,300260
"2020-09-16",120,740,144000
"2020-08-14",112,541,230000
"2020-04-29",104,500,176000
"2020-05-15",97,596,135000
"2020-05-15",97,596,135000
"2020-05-15",97,596,135000
"2020-01-24",77,202,207300
"2020-01-24",77,202,207300
"2020-08-20",76,0,201900
"2020-08-20",76,0,201900
"2020-06-19",34,0,97250
"2020-06-15",85,0,212500
"2020-06-15",85,0,212500
"2020-10-16",43,0,35000
"2020-06-18",90,174,42000
"2020-06-18",90,174,42000
"2020-06-18",90,174,42000
"2020-02-17",121,446,288500
"2020-02-17",121,446,288500
"2020-07-28",91,454,135000
"2020-08-28",28,0,146200
"2020-09-18",65,0,192000
"2020-07-16",97,1230,149500
"2020-06-04",42,790,39150
"2020-06-04",42,790,39150
"2020-06-04",42,790,39150
"2020-06-04",42,790,39150
"2020-06-04",42,790,39150
"2020-06-04",42,790,39150
"2020-06-04",42,790,39150
"2020-06-04",42,790,39150
"2020-06-08",71,235,305000
"2020-06-08",71,235,305000
"2020-06-04",42,0,162300
"2020-03-16",100,435,198200
"2020-07-22",90,804,165000
"2020-02-24",124,435,290000
"2020-04-22",110,388,122250
"2020-04-22",110,388,122250
"2020-04-22",110,388,122250
"2020-04-30",74,0,220000
"2020-11-30",77,5120,250000
"2020-11-30",77,5120,250000
"2020-11-30",77,5120,250000
"2020-11-30",77,5120,250000
"2020-11-30",77,5120,250000
"2020-06-29",122,371,315000
"2020-06-29",122,371,315000
"2020-04-27",67,0,133600
"2020-07-20",38,0,2e+05
"2020-02-13",45,0,120000
"2020-03-09",138,1790,170000
"2020-07-03",81,0,175000
"2020-09-03",57,0,132000
"2020-07-24",154,1965,285000
"2020-09-24",56,0,80000
"2020-09-25",31,0,155000
"2020-09-25",31,0,155000
"2020-06-30",100,2143,90000
"2020-06-30",100,2143,90000
"2020-06-30",100,2143,90000
"2020-09-07",103,858,148922.17
"2020-09-07",103,858,148922.17
"2020-03-25",63,0,128000
"2020-03-25",63,0,128000
"2020-08-03",122,1221,361800
"2020-08-03",122,1221,361800
"2020-08-03",122,1221,361800
"2020-04-30",104,433,178000
"2020-04-10",120,609,575000
"2020-10-23",72,0,329350
"2020-12-08",114,785,185000
"2020-06-05",34,665,179060
"2020-06-05",34,665,179060
"2020-05-29",121,273,222000
"2020-04-03",80,565,110000
"2020-01-16",62,0,120000
"2020-11-20",138,727,409600
"2020-11-20",177,466,310000
"2020-11-20",177,466,310000
"2020-12-18",112,2626,89000
"2020-12-18",112,2626,89000
"2020-12-18",112,2626,89000
"2020-12-18",112,2626,89000
"2020-12-18",112,2626,89000
"2020-07-03",138,785,465000
"2020-07-03",138,785,465000
"2020-09-25",66,0,238500
"2020-01-09",81,310,340000
"2020-09-21",160,526,485000
"2020-01-07",34,0,120000
"2020-08-21",50,120,110000
"2020-07-03",150,3890,138000
"2020-07-03",150,3890,138000
"2020-07-03",150,3890,138000
"2020-07-03",150,3890,138000
"2020-07-03",150,3890,138000
"2020-07-03",150,3890,138000
"2020-07-22",55,0,175000
"2020-07-22",55,0,175000
"2020-08-28",126,1370,283000
"2020-02-10",48,0,13750000
"2020-02-10",48,0,13750000
"2020-09-30",40,2070,18900
"2020-09-30",40,2070,18900
"2020-09-30",40,2070,18900
"2020-01-03",125,545,325000
"2020-02-05",65,0,177033
"2020-11-27",101,10955,110000
"2020-11-27",101,10955,110000
"2020-11-27",101,10955,110000
"2020-11-27",101,10955,110000
"2020-09-11",91,213,38500
"2020-07-06",139,0,425000
"2020-07-06",139,0,425000
"2020-09-23",40,2,160765
"2020-09-23",40,2,160765
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-05-28",72,23970,185000
"2020-03-17",45,1070,22000
"2020-03-04",215,520,335000
"2020-03-04",215,520,335000
"2020-07-24",52,0,248000
"2020-06-30",76,0,255000
"2020-06-30",76,0,255000
"2020-04-20",95,0,76000
"2020-10-23",84,0,238750
"2020-05-18",61,0,144500
"2020-09-09",136,624,260000
"2020-09-16",98,806,149000
"2020-11-17",68,0,122000
"2020-11-17",68,0,122000
"2020-03-10",66,0,137000
"2020-03-10",66,0,137000
"2020-05-20",101,349,345000
"2020-07-24",85,0,330000
"2020-06-05",202,1043,479000
"2020-06-05",202,1043,479000
"2020-06-05",202,1043,479000
"2020-06-05",202,1043,479000
"2020-06-05",202,1043,479000
"2020-06-05",202,1043,479000
"2020-09-11",107,439,319850
"2020-09-19",131,498,52500
"2020-02-11",75,2720,112990
"2020-02-11",75,2720,112990
"2020-10-14",66,349,80000
"2020-09-10",135,850,335000
"2020-09-10",135,850,335000
"2020-06-24",110,0,281000
"2020-08-12",150,1049,77090
"2020-08-12",150,1049,77090
"2020-08-12",150,1049,77090
"2020-08-12",150,1049,77090
"2020-07-30",30,2924,6900
"2020-07-30",30,2924,6900
"2020-07-30",30,2924,6900
"2020-09-02",100,262,231500
"2020-07-13",42,870,19000
"2020-07-13",42,870,19000
"2020-06-29",100,243,105167
"2020-03-04",161,670,54000
"2020-06-29",143,544,434000
"2020-06-09",160,1730,249800
"2020-06-09",160,1730,249800
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",92,2843,306850
"2020-11-27",70,203,175000
"2020-11-27",70,203,175000
"2020-05-11",122,2488,211000
"2020-10-02",162,386,309700
"2020-08-25",81,198,2e+05
"2020-06-25",68,0,155000
"2020-06-25",68,0,155000
"2020-06-25",68,0,155000
"2020-03-27",99,609,280000
"2020-09-04",180,2436,502000
"2020-06-10",66,0,220000
"2020-06-26",182,866,270000
"2020-06-26",182,866,270000
"2020-08-13",62,135,112000
"2020-08-13",62,135,112000
"2020-10-23",67,0,227000
"2020-09-04",99,0,221000
"2020-06-05",90,2747,95000
"2020-10-07",70,1523,45490
"2020-10-07",70,1523,45490
"2020-10-07",70,1523,45490
"2020-12-01",131,581,350000
"2020-12-01",131,581,350000
"2020-12-30",144,202,63000
"2020-12-30",144,202,63000
"2020-05-06",77,0,2e+05
"2020-02-26",107,2164,2e+05
"2020-07-24",107,1000,168000
"2020-06-04",94,275,250000
"2020-07-24",65,0,142300
"2020-09-01",93,339,183000
"2020-10-27",135,290,164600
"2020-10-27",135,290,164600
"2020-03-27",52,0,114000
"2020-10-01",117,965,322600
"2020-10-01",117,965,322600
"2020-11-27",80,0,120000
"2020-08-05",80,456,212000
"2020-10-02",94,250,215000
"2020-10-29",220,668,294000
"2020-10-29",220,668,294000
"2020-10-29",220,668,294000
"2020-10-29",220,668,294000
"2020-10-29",220,668,294000
"2020-10-29",220,668,294000
"2020-10-29",220,668,294000
"2020-10-06",108,1401,175000
"2020-11-06",46,0,150000
"2020-03-27",170,821,180000
"2020-05-28",122,638,195000
"2020-08-17",120,1270,260000
"2020-08-17",120,1270,260000
"2020-07-10",53,2469,126000
"2020-06-16",46,0,210000
"2020-06-16",46,0,210000
"2020-01-30",59,128,64000
"2020-06-05",57,0,140000
"2020-03-20",94,365,337136
"2020-07-30",125,2300,161500
"2020-07-30",125,2300,161500
"2020-01-20",72,5004,340000
"2020-01-20",72,5004,340000
"2020-01-20",72,5004,340000
"2020-01-20",72,5004,340000
"2020-01-20",72,5004,340000
"2020-10-23",122,562,202000
"2020-05-11",147,1394,225000
"2020-05-11",147,1394,225000
"2020-04-15",116,352,348000
"2020-08-27",132,314,245000
"2020-04-30",177,442,527150
"2020-01-28",64,284,120100
"2020-01-28",64,284,120100
"2020-01-30",170,976,735000
"2020-05-29",68,0,135000
"2020-09-15",95,0,187000
"2020-10-08",66,233,68602
"2020-02-21",120,490,207500
"2020-08-13",93,666,105000
"2020-04-30",102,0,233000
"2020-04-30",102,0,233000
"2020-03-26",136,563,220000
"2020-11-02",81,0,240000
"2020-07-27",118,1002,282000
"2020-06-22",76,0,150000
"2020-07-24",30,66,175000
"2020-07-24",30,66,175000
"2020-02-15",176,1745,175000
"2020-02-15",176,1745,175000
"2020-02-03",62,0,120000
"2020-12-16",125,376,247500
"2020-01-09",109,24190,105000
"2020-01-10",34,0,81000
"2020-01-10",34,0,81000
"2020-12-14",70,0,240000
"2020-07-20",125,500,314000
"2020-09-28",77,0,343900
"2020-02-25",26,0,149635
"2020-06-08",38,100,96000
"2020-06-08",38,100,96000
"2020-11-10",80,4680,180000
"2020-05-15",115,1021,324000
"2020-05-15",115,1021,324000
"2020-05-15",115,1021,324000
"2020-08-07",59,0,2e+05
"2020-03-06",103,0,450000
"2020-11-05",107,1200,237000
"2020-12-23",115,553,216000
"2020-03-02",189,3275,340000
"2020-03-02",189,3275,340000
"2020-12-15",119,3480,2e+05
"2020-06-05",102,884,82500
"2020-06-05",102,884,82500
"2020-06-05",102,884,82500
"2020-06-05",102,884,82500
"2020-04-30",120,202,277000
"2020-09-11",44,0,137000
"2020-05-19",32,0,98000
"2020-09-05",130,548,344750
"2020-05-05",108,772,165000
"2020-10-07",66,0,205000
"2020-10-06",115,384,725000
"2020-05-22",62,0,91294.76
"2020-03-17",64,0,128500
"2020-03-17",64,0,128500
"2020-05-26",42,0,120000
"2020-05-26",42,0,120000
"2020-07-16",63,0,140053
"2020-07-16",63,0,140053
"2020-08-06",123,1032,219500
"2020-12-01",120,1798,260000
"2020-07-24",69,0,104000
"2020-02-28",122,385,432000
"2020-01-24",52,0,195000
"2020-01-24",52,0,195000
"2020-10-30",90,638,242500
"2020-10-30",90,638,242500
"2020-09-12",80,1791,138000
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-06-09",70,27726,2e+05
"2020-05-12",67,0,186500
"2020-06-02",104,0,170000
"2020-10-02",55,166,270000
"2020-02-10",70,0,130000
"2020-12-18",90,593,162000
"2020-06-24",53,0,138000
"2020-06-24",53,0,138000
"2020-10-12",81,0,182500
"2020-05-13",44,0,188000
"2020-05-04",89,1070,212000
"2020-05-04",89,1070,212000
"2020-12-11",70,3501,380000
"2020-12-11",70,3501,380000
"2020-11-10",106,312,228700
"2020-11-04",86,0,185000
"2020-11-04",86,0,185000
"2020-11-09",63,0,230000
"2020-12-09",118,913,3e+05
"2020-03-09",89,0,150000
"2020-03-09",89,0,150000
"2020-12-19",84,939,130000
"2020-12-18",49,177,299400
"2020-10-06",67,444,205000
"2020-06-08",70,0,127000
"2020-04-22",42,0,140000
"2020-09-03",100,325,280000
"2020-02-28",23,0,84000
"2020-09-05",52,28450,40000
"2020-09-05",52,28450,40000
"2020-09-05",52,28450,40000
"2020-06-09",177,22868,273500
"2020-06-09",177,22868,273500
"2020-06-09",177,22868,273500
"2020-09-04",93,0,134600
"2020-08-07",167,948,402270
"2020-09-24",102,1614,155000
"2020-09-24",102,1614,155000
"2020-03-17",87,435,183000
"2020-09-21",84,1560,119400
"2020-09-21",84,1560,119400
"2020-09-21",84,1560,119400
"2020-11-30",93,0,401000
"2020-11-20",80,0,125000
"2020-06-26",113,1000,244000
"2020-11-02",85,0,275000
"2020-09-17",68,230,140000
"2020-12-15",88,1365,291550
"2020-12-15",88,1365,291550
"2020-12-15",88,1365,291550
"2020-12-15",88,1365,291550
"2020-12-15",88,1365,291550
"2020-07-28",74,0,245000
"2020-07-28",74,0,245000
"2020-05-13",103,763,2e+05
"2020-12-11",92,515,152000
"2020-06-10",28,0,130000
"2020-12-28",55,1080,97990
"2020-10-01",106,351,325000
"2020-01-06",121,459,271000
"2020-10-07",128,215,360000
"2020-10-07",128,215,360000
"2020-07-06",156,579,820000
"2020-05-29",49,0,107500
"2020-04-03",140,1279,267000
"2020-04-03",140,1279,267000
"2020-09-29",155,582,475000
"2020-05-15",91,459,205500
"2020-04-30",103,1400,220000
"2020-04-30",103,1400,220000
"2020-05-22",156,607,250000
"2020-07-30",59,1900,86000
"2020-07-30",59,1900,86000
"2020-05-27",56,0,105000
"2020-05-06",69,0,255000
"2020-05-06",69,0,255000
"2020-12-09",133,509,267000
"2020-06-15",70,0,125000
"2020-06-12",86,368,136200
"2020-02-11",98,2288,185000
"2020-05-29",201,1311,450000
"2020-01-10",20,0,92000
"2020-01-10",20,0,92000
"2020-09-04",25,0,90000
"2020-10-12",35,0,152000
"2020-05-19",63,0,160000
"2020-02-07",62,0,178200
"2020-01-30",99,288,242000
"2020-09-23",120,567,150000
"2020-12-14",133,536,315000
"2020-12-22",90,0,333000
"2020-12-22",90,0,333000
"2020-01-29",73,510,2e+05
"2020-01-29",73,510,2e+05
"2020-07-01",110,2813,36785
"2020-08-28",102,518,173000
"2020-10-19",83,0,243980
"2020-10-19",83,0,243980
"2020-01-20",100,450,231000
"2020-06-19",57,283,80000
"2020-06-17",84,250,23000
"2020-06-12",35,0,61000
"2020-06-10",92,0,120000
"2020-04-24",88,555,195640
"2020-09-29",85,657,290000
"2020-11-02",66,0,135000
"2020-09-11",66,3160,135000
"2020-09-28",107,639,250000
"2020-09-30",113,4166,220000
"2020-06-24",178,5000,230000
"2020-05-15",65,0,232300
"2020-11-24",75,549,130000
"2020-11-27",90,224,146582.23
"2020-08-28",108,243,250000
"2020-01-07",50,287,125000
"2020-03-26",169,1000,719273
"2020-07-28",21,0,1e+05
"2020-07-07",77,301,107879
"2020-10-29",315,851,455000
"2020-10-29",315,851,455000
"2020-10-30",46,0,124000
"2020-03-16",83,1023,210000
"2020-12-04",95,1200,209000
"2020-01-16",57,0,120000
"2020-02-12",33,0,67000
"2020-02-12",33,0,67000
"2020-06-29",20,0,44500
"2020-03-24",65,11613,65000
"2020-03-24",65,11613,65000
"2020-03-24",65,11613,65000
"2020-02-19",117,5180,155000
"2020-06-29",107,601,293650
"2020-11-17",147,800,390000
"2020-11-25",78,384,99738
"2020-09-07",80,0,164936.77
"2020-09-15",212,2143,211000
"2020-07-31",72,0,166000
"2020-07-31",72,0,166000
"2020-03-06",197,1019,182600
"2020-03-06",197,1019,182600
"2020-12-17",120,13423,220720
"2020-12-17",120,13423,220720
"2020-12-29",76,0,245000
"2020-09-28",105,1065,140000
"2020-09-28",105,1065,140000
"2020-09-28",105,1065,140000
"2020-09-28",105,1065,140000
"2020-12-14",120,436,240000
"2020-10-20",70,0,206500
"2020-05-07",85,859,97000
"2020-05-07",85,859,97000
"2020-01-30",48,0,140000
"2020-01-30",48,0,140000
"2020-08-31",72,0,210000
"2020-10-13",103,601,197000
"2020-09-11",70,0,77500
"2020-01-03",101,0,255000
"2020-01-03",101,0,255000
