id,alt,utmx_norm, utmy_norm, longx_norm, longy_norm
793,203.8066,-217.22972006053897,65.06777108251117,-0.0030766301816811392,0.0005613972975027082
794,203.8046,-216.81012006051606,65.97537108248798,-0.0030708701816806183,0.0005696072974998856
795,203.7936,-216.39072006050264,66.88317108247429,-0.0030651101816800974,0.0005778172975041684
796,203.7746,-215.9684200605261,67.78967108251527,-0.003059300181678992,0.0005860172975005185
797,203.7787,-215.54602006054483,68.69607108249329,-0.003053500181682267,0.0005942172975039739
798,203.7724,-215.12462006049464,69.60297108249506,-0.003047710181679264,0.0006024172975003239
799,203.7317,-214.7033200605074,70.50987108249683,-0.0030419201816798136,0.0006106272975046068
800,203.749,-214.28582006052602,71.41857108246768,-0.003036190181681775,0.0006188372975017842
801,203.7362,-213.8682200605399,72.32717108249199,-0.003030450181679356,0.000627057297499789
802,203.7182,-213.45122006052407,73.23607108247234,-0.0030247201816813174,0.0006352772975048993
803,203.71,-213.03392006049398,74.14487108250614,-0.003018990181679726,0.0006435072975037315
804,203.6949,-212.61442006053403,75.0525710824877,-0.003013230181679205,0.0006517172975009089
805,203.6959,-212.19572006049566,75.96077108249301,-0.0030074801816795116,0.0006599272975051917
806,203.6913,-211.7811200605356,76.8707710824674,-0.0030017801816804024,0.000668157297504024
807,203.68,-211.3668200605316,77.78087108250475,-0.0029961001816793953,0.0006763872975028562
808,203.6554,-210.95342006051214,78.69147108250763,-0.002990420181681941,0.0006846272975025158
809,203.6779,-210.53992006054614,79.60197108250577,-0.002984740181680934,0.0006928672975021755
810,203.66,-210.12602006050292,80.51227108249441,-0.0029790601816799267,0.0007010972975010077
811,203.6391,-209.71252006053692,81.42277108249255,-0.0029733801816789196,0.0007093272974998399
812,203.6248,-209.300020060502,82.33367108250968,-0.0029677201816795673,0.0007175672974994995
813,203.6277,-208.88862006051932,83.24517108249711,-0.0029620701816810424,0.0007258172974999866
814,203.6,-208.47912006051047,84.15747108246433,-0.002956450181681447,0.0007340672975004736
815,203.5925,-208.06992006051587,85.06997108249925,-0.0029508301816818516,0.0007423172975009606
816,203.5963,-207.66112006054027,85.98257108248072,-0.002945220181679531,0.0007505772975022751
817,203.5831,-207.25312006054446,86.89557108248118,-0.0029396201816815903,0.0007588272975027621
818,203.5854,-206.8460200605332,87.80897108250065,-0.0029340301816809244,0.0007670872975040766
819,203.5667,-206.43962006049696,88.72267108247615,-0.0029284601816819134,0.000775357297499113
820,203.5482,-206.03392006049398,89.63657108246116,-0.0029228901816793496,0.0007836172975004274
821,203.54,-205.62772006052546,90.55037108249962,-0.0029173201816803385,0.0007918872975025693
822,203.5387,-205.22112006053794,91.46407108247513,-0.0029117401816805,0.0008001472975038837
823,203.5273,-204.81722006050404,92.37877108249813,-0.002906190181679591,0.0008084172974989201
824,203.5217,-204.4148200605414,93.29427108250093,-0.002900670181681164,0.0008166972975018894
825,203.5182,-204.0101200605277,94.20877108251443,-0.002895120181680255,0.0008249672975040312
826,203.487,-203.60442006052472,95.12277108250419,-0.002889550181681244,0.0008332372974990676
827,203.4987,-203.20132006052881,96.03787108248798,-0.00288402018168199,0.0008415072975012095
828,203.4818,-202.7992200605222,96.95347108249553,-0.002878510181680838,0.0008497872975041787
829,203.4874,-202.39742006052984,97.86917108250782,-0.0028730001816796857,0.0008580672975000425
830,203.4523,-201.99572006054223,98.78497108246665,-0.0028674901816820864,0.0008663472975030118
