alt,utmx,utmy,longx,longy
205.238,435610.2471200605,296125.6228289175,18.09124972018168,50.528679459702495
205.22,435607.34512006055,296125.79832891753,18.09120869018168,50.5286810087025
205.236,435604.45012006053,296126.0419289175,18.09116777018168,50.528683159702496
205.209,435601.61712006055,296126.37072891754,18.09112770018168,50.5286860627025
205.196,435598.7491200605,296126.7906289175,18.091087150181682,50.528689769702495
205.145,435595.9241200605,296127.2889289175,18.09104721018168,50.5286941687025
205.126,435593.1091200605,296127.8789289175,18.09100740018168,50.5286993767025
205.114,435590.3381200605,296128.5501289175,18.09096823018168,50.5287053037025
205.095,435587.6101200605,296129.3349289175,18.09092966018168,50.5287122317025
205.066,435584.9671200605,296130.2268289175,18.09089228018168,50.5287201047025
204.994,435582.3341200605,296131.2602289175,18.09085506018168,50.528729228702495
205.023,435579.7551200605,296132.4032289175,18.09081858018168,50.528739319702495
204.979,435577.2221200605,296133.6569289175,18.09078277018168,50.5287503877025
204.93,435574.75412006053,296135.0269289175,18.09074787018168,50.5287624827025
204.926,435572.3481200605,296136.4963289175,18.09071386018168,50.5287754557025
204.895,435570.0071200605,296138.08032891754,18.09068076018168,50.5287894397025
204.873,435567.74812006054,296139.7564289175,18.09064881018168,50.528804237702495
204.798,435565.5701200605,296141.5366289175,18.090618010181682,50.528819953702495
204.78,435563.53612006054,296143.3849289175,18.09058926018168,50.528836271702495
204.747,435561.5991200605,296145.3864289175,18.09056186018168,50.5288539417025
204.731,435559.7621200605,296147.4605289175,18.09053590018168,50.5288722527025
204.677,435558.1111200605,296149.61692891753,18.09051254018168,50.5288912897025
204.622,435556.6691200605,296151.8492289175,18.090492160181682,50.528910997702496
204.617,435555.3651200605,296154.2328289175,18.09047372018168,50.5289320417025
204.642,435554.27512006054,296156.6833289175,18.09045831018168,50.528953675702496
204.547,435553.35212006053,296159.2253289175,18.090445270181682,50.528976116702495
204.535,435552.6351200605,296161.8259289175,18.09043513018168,50.528999076602496
204.492,435552.0891200605,296164.5046589175,18.09042740018168,50.5290227258025
204.445,435551.7301200605,296167.2048589175,18.09042232018168,50.5290465644025
204.469,435551.5491200605,296169.9280289175,18.090419760181682,50.529070605802495
204.451,435551.5491200605,296172.6686689175,18.09041977018168,50.529094801392496
204.382,435551.73812006053,296175.3893789175,18.09042244018168,50.5291188211025
204.375,435552.0921200605,296178.11322891753,18.090427450181682,50.529142868402495
204.35,435552.6351200605,296180.8420189175,18.09043512018168,50.529166959402495
204.342,435553.32412006054,296183.5737289175,18.09044486018168,50.5291910766025
204.311,435554.1161200605,296186.2927289175,18.09045606018168,50.5292150807025
204.292,435555.0321200605,296188.9888289175,18.09046902018168,50.5292388827025
204.266,435556.04712006054,296191.8417289175,18.09048336018168,50.5292640697025
204.249,435557.0401200605,296194.6257289175,18.09049740018168,50.5292886487025
204.243,435558.06312006054,296197.40132891753,18.09051188018168,50.5293131527025
204.175,435559.1141200605,296200.12312891753,18.09052673018168,50.529337181702495
204.173,435560.21512006054,296202.8138289175,18.09054230018168,50.529360936702496
204.131,435561.39412006055,296205.4721289175,18.090558970181682,50.5293844047025
204.13,435562.6241200605,296208.1713289175,18.090576360181682,50.5294082357025
204.088,435563.8871200605,296210.84372891753,18.090594220181682,50.529431827702496
204.03,435565.17712006054,296213.5526289175,18.090612470181682,50.5294557437025
204.024,435566.4731200605,296216.2716289175,18.09063078018168,50.529479747702496
203.995,435567.7521200605,296218.9856289175,18.09064887018168,50.5295037087025
203.953,435569.03712006053,296221.6883289175,18.09066703018168,50.5295275687025
203.937,435570.32912006055,296224.4179289175,18.09068531018168,50.5295516677025
203.9,435571.60212006053,296227.13162891753,18.09070331018168,50.529575624702495
203.875,435572.88412006054,296229.8590289175,18.09072143018168,50.5295997037025
203.84,435574.15012006054,296232.58382891753,18.09073933018168,50.529623759702496
203.825,435575.4141200605,296235.3013289175,18.090757210181682,50.5296477517025
203.794,435576.67812006053,296238.0283289175,18.09077508018168,50.5296718257025
203.772,435577.94312006055,296240.7461289175,18.09079296018168,50.529695819702496
203.736,435579.2071200605,296243.4864289175,18.09081083018168,50.5297200127025
203.695,435580.4571200605,296246.2047289175,18.09082852018168,50.5297440107025
203.68,435581.71512006054,296248.95402891753,18.09084629018168,50.5297682827025
203.66,435582.9561200605,296251.6860289175,18.09086384018168,50.5297924017025
203.628,435584.19912006054,296254.43192891753,18.09088142018168,50.5298166447025
203.596,435585.4301200605,296257.1775289175,18.09089883018168,50.5298408837025
203.567,435586.65612006054,296259.9269289175,18.09091616018168,50.5298651567025
203.539,435587.8761200605,296262.6716289175,18.09093341018168,50.5298893877025
203.518,435589.0871200605,296265.4165289175,18.09095053018168,50.5299136217025
203.482,435590.30312006053,296268.1742289175,18.090967740181682,50.5299379677025
203.455,435591.5101200605,296270.9251289175,18.09098479018168,50.5299622537025
203.43,435592.7091200605,296273.6715289175,18.091001750181682,50.5299864967025
203.409,435593.9181200605,296276.4095289175,18.09101884018168,50.530010670702495
203.38,435595.1301200605,296279.1235289175,18.09103598018168,50.5300346357025
203.354,435596.35612006055,296281.8435289175,18.09105332018168,50.530058645702496
203.331,435597.59512006055,296284.5505289175,18.09107084018168,50.530082546702495
203.31,435598.8491200605,296287.2545289175,18.09108856018168,50.5301064127025
203.285,435600.1091200605,296289.9115289175,18.09110638018168,50.530129872702496
203.256,435601.4041200605,296292.51152891753,18.09112470018168,50.5301528227025
203.257,435602.75912006054,296295.0375289175,18.09114385018168,50.530175132702496
203.263,435604.1731200605,296297.4485289175,18.091163840181682,50.5301964127025
203.248,435605.7291200605,296299.7795289175,18.09118585018168,50.5302169927025
203.223,435607.35112006054,296301.9535289175,18.09120878018168,50.530236182702495
203.212,435609.1271200605,296303.9765289175,18.09123389018168,50.530254052702496
203.195,435611.04612006055,296305.8345289175,18.09126103018168,50.530270452702496
203.197,435613.0621200605,296307.48952891753,18.091289520181682,50.530285052702496
203.208,435615.2571200605,296308.92952891754,18.091320560181682,50.5302977727025
203.201,435617.53612006054,296310.1565289175,18.09135278018168,50.5303086127025
203.173,435619.90512006055,296311.1005289175,18.09138629018168,50.5303169427025
203.171,435622.3981200605,296311.79952891753,18.09142153018168,50.5303231127025
203.194,435624.9231200605,296312.2375289175,18.091457230181682,50.5303269827025
203.198,435627.5101200605,296312.3925289175,18.091493820181682,50.5303283427025
203.23,435630.1101200605,296312.3125289175,18.09153058018168,50.530327642702495
203.235,435632.6811200605,296311.95152891753,18.09156693018168,50.5303244527025
203.251,435635.2521200605,296311.3385289175,18.09160328018168,50.5303190427025
203.269,435637.75412006053,296310.5095289175,18.09163866018168,50.5303117227025
203.279,435640.2301200605,296309.4395289175,18.09167368018168,50.5303022827025
203.31,435642.60612006055,296308.19552891754,18.091707260181682,50.5302912927025
203.329,435644.9081200605,296306.7585289175,18.09173982018168,50.530278612702496
203.365,435647.1431200605,296305.1475289175,18.09177142018168,50.5302643827025
203.368,435649.2841200605,296303.4045289175,18.09180169018168,50.5302489927025
203.391,435651.34512006055,296301.5195289175,18.09183083018168,50.5302323527025
203.399,435653.3281200605,296299.5195289175,18.09185887018168,50.5302146927025
204.293,435721.47352006054,296224.1871289175,18.09282241518168,50.5295496297025
204.293,435721.47352006054,296224.1871289175,18.09282241518168,50.5295496297025
204.337,435723.43082006054,296222.0401289175,18.09285009018168,50.5295306747025
204.35,435725.40722006053,296219.9902289175,18.09287803618168,50.5295125777025
204.372,435727.4632200605,296218.0188289175,18.09290710718168,50.5294951737025
204.406,435729.5894200605,296216.1392289175,18.09293717118168,50.529478578702495
204.417,435731.76662006055,296214.3721289175,18.09296795518168,50.5294629787025
204.446,435734.04942006053,296212.7022289175,18.09300023218168,50.529448235702496
204.468,435736.35982006055,296211.15632891754,18.09303290018168,50.5294345887025
204.503,435738.7499200605,296209.7707289175,18.09306669518168,50.5294223557025
204.492,435741.19662006054,296208.5273289175,18.093101290181682,50.5294113777025
204.526,435743.72382006055,296207.45522891753,18.09313702418168,50.5294019127025
204.527,435746.27732006053,296206.5599289175,18.09317313018168,50.529394008702496
204.523,435748.9003200605,296205.8603289175,18.09321021718168,50.5293878327025
204.538,435751.53612006054,296205.3526289175,18.09324748618168,50.529383350702496
204.546,435754.21642006055,296205.0635289175,18.09328538418168,50.5293807977025
204.553,435756.9106200605,296204.9648289175,18.09332347818168,50.5293799267025
204.563,435759.59132006054,296205.0850289175,18.09336138318168,50.529380987702496
204.526,435762.2658200605,296205.40372891753,18.093399198181682,50.5293838017025
204.563,435764.8454200605,296205.9396289175,18.09343567218168,50.5293885327025
204.557,435767.3845200605,296206.6968289175,18.09347157418168,50.5293952177025
204.545,435769.8318200605,296207.68932891754,18.09350617818168,50.5294039797025
204.558,435772.1804200605,296208.8832289175,18.093539386181682,50.5294145197025
204.548,435774.4341200605,296210.3059289175,18.09357125218168,50.5294270797025
204.542,435776.5897200605,296211.8995289175,18.093601731181682,50.529441148702496
204.539,435778.6253200605,296213.6927289175,18.09363051418168,50.5294569807025
204.527,435780.5395800605,296215.6019289175,18.09365758118168,50.5294738357025
204.513,435782.28057006054,296217.65992891754,18.093682197181682,50.5294920047025
204.44,435811.7852200605,296254.4880289175,18.09409937918168,50.5298171397025
204.427,435813.5256200605,296256.4080289175,18.094123987181682,50.5298340897025
204.446,435815.4325200605,296258.1265289175,18.09415095018168,50.529849261702495
204.446,435817.4720200605,296259.54962891754,18.09417978818168,50.5298618257025
204.445,435819.68542006053,296260.7181289175,18.09421108418168,50.5298721427025
204.456,435821.97712006053,296261.5762289175,18.094243487181682,50.5298797177025
204.471,435824.3835200605,296262.0981289175,18.09427751318168,50.5298843257025
204.513,435826.7398200605,296262.3061289175,18.09431082918168,50.5298861617025
204.552,435829.4191200605,296262.16482891754,18.09434871418168,50.529884913702496
204.57,435831.7986200605,296261.7546289175,18.09438235918168,50.5298812927025
204.603,435834.2851200605,296261.03602891753,18.094417516181682,50.5298749487025
204.627,435836.81062006054,296260.0448289175,18.09445322618168,50.529866197702496
204.697,435839.31532006053,296258.86222891754,18.09448864118168,50.5298557577025
204.702,435841.8245200605,296257.5478289175,18.09452412018168,50.5298441537025
204.712,435844.3421200605,296256.1163289175,18.09455971818168,50.5298315147025
204.76,435846.84482006053,296254.6164289175,18.094595104181682,50.529818273702496
204.786,435849.3395200605,296253.05812891753,18.09463037918168,50.5298045157025
204.816,435851.8454200605,296251.4580289175,18.09466581118168,50.5297903897025
204.845,435854.33982006053,296249.8428289175,18.094701081181682,50.5297761297025
